x,y,z
1.83977,-0.5,0.05481
1.97185,-0.5,0.0478576
1.95806,-0.5,0.0620538
1.85663,-0.5,0.0491086
1.89609,-0.5,0.0624448
1.90728,-0.5,0.0542889
1.91229,-0.5,0.0579614
1.88224,-0.5,0.0462851
1.85155,-0.5,0.0647745
1.94318,-0.5,0.0520657
1.75524,-0.5,0.0559719
1.71738,-0.5,0.0441866
1.68685,-0.5,0.0582715
1.79865,-0.5,0.0501371
1.76139,-0.5,0.0416173
1.70989,-0.5,0.051275
1.81435,-0.5,0.0607686
1.67142,-0.5,0.0472174
1.74641,-0.5,0.0502345
1.73326,-0.5,0.0573693
1.78431,-0.5,0.0549442
1.68206,-0.5,0.0408205
1.49232,-0.5,0.0370984
1.62515,-0.5,0.0527785
1.55645,-0.5,0.0554186
1.57428,-0.5,0.0431431
1.62985,-0.5,0.0370986
1.47609,-0.5,0.0451655
1.53334,-0.5,0.0426402
1.60172,-0.5,0.0558686
1.52099,-0.5,0.0485842
1.58415,-0.5,0.0393877
1.6413,-0.5,0.058691
1.46577,-0.5,0.0380778
1.39542,-0.5,0.0384502
1.31071,-0.5,0.0471196
1.25825,-0.5,0.0310738
1.45654,-0.5,0.0434516
1.34028,-0.5,0.0381298
1.37095,-0.5,0.0512638
1.29197,-0.5,0.0442126
1.41027,-0.5,0.0305122
1.43778,-0.5,0.0419772
1.27681,-0.5,0.0504961
1.33113,-0.5,0.0302666
1.40281,-0.5,0.0459816
1.19951,-0.5,0.0443808
1.05777,-0.5,0.0288163
1.12972,-0.5,0.0397352
1.14889,-0.5,0.0230876
1.02104,-0.5,0.0415926
1.23414,-0.5,0.0339176
1.0775,-0.5,0.0249177
1.18676,-0.5,0.0366859
1.06743,-0.5,0.0341089
1.21456,-0.5,0.0270719
1.16172,-0.5,0.0472652
1.11483,-0.5,0.0323612
0.888569,-0.5,0.0211452
0.875571,-0.5,0.0406354
0.961228,-0.5,0.0321569
0.795696,-0.5,0.0132111
0.99164,-0.5,0.0211897
0.750038,-0.5,0.0286245
0.950803,-0.5,0.035919
0.830436,-0.5,0.0253768
0.903831,-0.5,0.0332648
0.858382,-0.5,0.0189915
0.804855,-0.5,0.0346075
0.976191,-0.5,0.0273145
0.677091,-0.5,0.0248968
0.544546,-0.5,0.00736275
0.73906,-0.5,0.0175333
0.710496,-0.5,0.0355187
0.514841,-0.5,0.0164608
0.617775,-0.5,0.00786109
0.591084,-0.5,0.0226368
0.624065,-0.5,0.0306816
0.567207,-0.5,0.0130216
0.506199,-0.5,0.0182996
0.683977,-0.5,0.012761
2.26388,-0.145825,0.0705945
2.28534,-0.178013,0.0824066
2.29764,-0.196458,0.075708
2.25324,-0.129864,0.0843089
2.25973,-0.139591,0.0747666
2.28953,-0.1843,0.085979
2.27829,-0.167436,0.0676704
2.27448,-0.161719,0.0781869
2.29459,-0.191881,0.0721089
2.26072,-0.141086,0.0794291
2.2807,-0.171052,0.0869921
2.26952,-0.154284,0.0732778
2.34458,-0.266874,0.0865997
2.30614,-0.209209,0.075006
2.33514,-0.252714,0.0742391
2.31607,-0.224105,0.0814484
2.32472,-0.237076,0.0718493
2.3297,-0.244547,0.0839998
2.30774,-0.211604,0.0891863
2.34047,-0.260708,0.080513
2.34618,-0.269266,0.072671
2.30251,-0.20376,0.0836565
2.33078,-0.246175,0.0890112
2.3147,-0.222057,0.0777627
2.37637,-0.314561,0.0898786
2.36143,-0.292145,0.0793599
2.38907,-0.333604,0.0784415
2.34996,-0.274939,0.0823784
2.37245,-0.308674,0.0811067
2.36587,-0.298811,0.0900357
2.35723,-0.285838,0.0724364
2.38185,-0.322773,0.0872394
2.36276,-0.294145,0.0853242
2.38089,-0.321342,0.075832
2.35242,-0.278633,0.0808859
2.38784,-0.331756,0.0922111
2.40947,-0.364206,0.0759874
2.41318,-0.369768,0.0859194
2.42335,-0.385032,0.0836502
2.40125,-0.351876,0.0910449
2.4197,-0.379554,0.0801679
2.40333,-0.354988,0.0882106
2.43194,-0.397913,0.0931787
2.39415,-0.341218,0.0814345
2.41065,-0.365973,0.0934249
2.41696,-0.375439,0.0809579
2.39714,-0.345703,0.0777734
2.42525,-0.387876,0.0883119
2.45776,-0.436635,0.0864767
2.44545,-0.418171,0.0920678
2.46769,-0.451537,0.0900652
2.43483,-0.402245,0.0791497
2.44886,-0.423292,0.082667
2.45601,-0.434016,0.0957352
2.46255,-0.443827,0.0818569
2.43753,-0.406302,0.0888207
2.46367,-0.445502,0.0939909
2.44109,-0.411631,0.0848095
2.45065,-0.425977,0.0877899
2.45292,-0.429378,0.0788276
2.48196,-0.472933,0.0878909
2.49391,-0.490858,0.0975955
2.489,-0.5,0.0830165
2.47419,-0.461279,0.0908139
2.47585,-0.463775,0.0821117
2.49988,-0.499819,0.091685
2.49084,-0.486259,0.0854903
2.48648,-0.479719,0.0942183
2.49173,-0.487589,0.0930867
2.48873,-0.483101,0.0808365
2.49769,-0.496534,0.0884419
2.47858,-0.467864,0.0957148
2.44303,-0.5,0.0913277
2.40403,-0.5,0.0809904
2.47413,-0.5,0.0889871
2.37255,-0.5,0.0954244
2.42976,-0.5,0.081862
2.41553,-0.5,0.0901325
2.39563,-0.5,0.0840142
2.45923,-0.5,0.0941145
2.40845,-0.5,0.0941469
2.45296,-0.5,0.0856135
2.4709,-0.5,0.089935
2.3778,-0.5,0.0821471
2.27755,-0.5,0.0839357
2.34597,-0.5,0.0951508
2.32324,-0.5,0.078807
2.30371,-0.5,0.0887452
2.36388,-0.5,0.0824379
2.25652,-0.5,0.0897645
2.33455,-0.5,0.0875369
2.29377,-0.5,0.0791686
2.35828,-0.5,0.0908653
2.26103,-0.5,0.0756901
2.33169,-0.5,0.0849431
2.28227,-0.5,0.0927627
2.17779,-0.5,0.0835566
2.18963,-0.5,0.0735033
2.22487,-0.5,0.091098
2.14981,-0.5,0.0790021
2.12232,-0.5,0.0877561
2.24387,-0.5,0.0825629
2.20882,-0.5,0.0878903
2.16117,-0.5,0.0775235
2.13734,-0.5,0.0846897
2.23227,-0.5,0.0775311
2.20054,-0.5,0.088542
2.18011,-0.5,0.0823545
1.99445,-0.5,0.0846725
2.11493,-0.5,0.0804587
2.08502,-0.5,0.0828387
2.02292,-0.5,0.0710829
2.05569,-0.5,0.0726875
2.04488,-0.5,0.0828639
2.00903,-0.5,0.0752927
2.10158,-0.5,0.0899995
2.06091,-0.5,0.0875153
2.03257,-0.5,0.0773547
2.08798,-0.5,0.0719855
2.00473,-0.5,0.0801286
1.94731,-0.5,0.0713167
1.84743,-0.5,0.0805389
1.89364,-0.5,0.0734232
1.90304,-0.5,0.0855758
1.93592,-0.5,0.0761782
1.86848,-0.5,0.0827617
1.82414,-0.5,0.0645085
1.96718,-0.5,0.0784133
1.92156,-0.5,0.0806705
1.87934,-0.5,0.0693637
1.97045,-0.5,0.073409
1.83927,-0.5,0.0860419
1.65285,-0.5,0.0732192
1.80949,-0.5,0.0658361
1.70741,-0.5,0.0718405
1.7639,-0.5,0.0797236
1.78492,-0.5,0.0779811
1.67575,-0.5,0.0640647
1.72613,-0.5,0.0836585
1.75437,-0.5,0.0692875
1.73559,-0.5,0.0632615
1.74348,-0.5,0.0734064
1.80047,-0.5,0.0725918
1.68752,-0.5,0.0791752
1.60091,-0.5,0.0727906
1.51943,-0.5,0.0583569
1.47547,-0.5,0.0785053
1.6389,-0.5,0.065584
1.54878,-0.5,0.0726524
1.56226,-0.5,0.0620287
1.5051,-0.5,0.067603
1.61685,-0.5,0.0767929
1.5799,-0.5,0.0793776
1.53771,-0.5,0.0650029
1.48787,-0.5,0.0681769
1.61283,-0.5,0.0595795
1.43923,-0.5,0.0597024
1.26486,-0.5,0.0690012
1.39557,-0.5,0.0761069
1.31138,-0.5,0.0605642
1.28919,-0.5,0.0515314
1.4317,-0.5,0.0670389
1.36171,-0.5,0.0630208
1.3379,-0.5,0.0725708
1.35014,-0.5,0.0563401
1.38108,-0.5,0.0697473
1.30454,-0.5,0.0754775
1.41957,-0.5,0.0608792
1.07613,-0.5,0.0604692
1.17408,-0.5,0.0507908
1.03579,-0.5,0.0565603
1.22459,-0.5,0.0683228
1.13705,-0.5,0.0640682
1.11541,-0.5,0.0510734
1.05897,-0.5,0.0709102
1.21212,-0.5,0.0559098
1.06966,-0.5,0.0461379
1.2049,-0.5,0.0615551
1.15957,-0.5,0.0582468
1.12111,-0.5,0.0681835
0.797729,-0.5,0.0607257
0.972149,-0.5,0.056137
0.890382,-0.5,0.0579418
0.864768,-0.5,0.0426239
0.770293,-0.5,0.0467336
0.984393,-0.5,0.0690174
0.819583,-0.5,0.0567236
0.929013,-0.5,0.0457772
0.757206,-0.5,0.0531141
1.00317,-0.5,0.0446733
0.849092,-0.5,0.0503726
0.943725,-0.5,0.0657117
0.70312,-0.5,0.0422175
0.594325,-0.5,0.0444293
0.639109,-0.5,0.0606755
0.563859,-0.5,0.0579193
0.668229,-0.5,0.0477216
0.717384,-0.5,0.0524325
0.686158,-0.5,0.0590614
0.512367,-0.5,0.044652
0.582674,-0.5,0.0512571
0.620571,-0.5,0.0371026
2.25829,-0.13743,0.0877767
2.28856,-0.182834,0.103158
2.28014,-0.170207,0.0954489
2.27114,-0.156703,0.10575
2.28223,-0.173341,0.107354
2.26667,-0.149998,0.0953951
2.25068,-0.126024,0.0985959
2.2964,-0.194593,0.0927258
2.25985,-0.139769,0.106988
2.29355,-0.19033,0.0983063
2.27557,-0.163362,0.0905436
2.27861,-0.167909,0.100442
2.32545,-0.238168,0.109063
2.32091,-0.231358,0.095693
2.34009,-0.260135,0.0935872
2.309,-0.213498,0.102712
2.30455,-0.206825,0.0908145
2.34214,-0.263205,0.102798
2.31288,-0.219323,0.10572
2.33231,-0.248469,0.100083
2.33919,-0.258784,0.107569
2.31262,-0.218931,0.0976977
2.32973,-0.244597,0.0915566
2.32239,-0.23358,0.100891
2.35931,-0.288963,0.110718
2.37964,-0.319461,0.0980686
2.34903,-0.273538,0.0942805
2.3886,-0.332903,0.105704
2.35568,-0.283515,0.102651
2.38209,-0.32314,0.0944318
2.36894,-0.303409,0.101882
2.3725,-0.308753,0.10691
2.3628,-0.294207,0.0928647
2.37562,-0.313428,0.102233
2.39006,-0.335098,0.100518
2.35289,-0.279335,0.107846
2.39863,-0.34795,0.0980741
2.4265,-0.389754,0.108622
2.41204,-0.368061,0.109712
2.41606,-0.374097,0.102446
2.40718,-0.36077,0.0999448
2.42159,-0.382393,0.111359
2.39431,-0.341462,0.104036
2.42762,-0.391432,0.0954103
2.43103,-0.396551,0.109061
2.39279,-0.339186,0.102588
2.4045,-0.356753,0.105709
2.41823,-0.377347,0.0977935
2.46931,-0.453969,0.108007
2.43698,-0.405471,0.0974271
2.44347,-0.41521,0.113249
2.46115,-0.441722,0.101741
2.44098,-0.411471,0.107862
2.4654,-0.448104,0.0991308
2.44955,-0.424329,0.104016
2.45316,-0.429733,0.110746
2.46238,-0.443569,0.113043
2.43946,-0.409191,0.102188
2.45448,-0.43172,0.0968931
2.44779,-0.421678,0.105149
2.48643,-0.5,0.10068
2.47104,-0.456567,0.107633
2.48181,-0.472713,0.102712
2.49413,-0.491188,0.112031
2.47907,-0.468609,0.0993688
2.49888,-0.498321,0.10926
2.48434,-0.476507,0.114209
2.48942,-0.484132,0.106539
2.48294,-0.474409,0.110033
2.49736,-0.49604,0.098904
2.47383,-0.460752,0.104232
2.49017,-0.5,0.113753
2.40227,-0.5,0.108244
2.44133,-0.5,0.0996445
2.47226,-0.5,0.114354
2.38354,-0.5,0.101773
2.43025,-0.5,0.107838
2.4167,-0.5,0.0984676
2.4638,-0.5,0.105531
2.38546,-0.5,0.110507
2.43451,-0.5,0.103037
2.42325,-0.5,0.112883
2.39156,-0.5,0.100703
2.45702,-0.5,0.110071
2.34911,-0.5,0.101903
2.27733,-0.5,0.110982
2.31461,-0.5,0.104766
2.30499,-0.5,0.0956409
2.33903,-0.5,0.0990035
2.28733,-0.5,0.107778
2.3635,-0.5,0.110574
2.25886,-0.5,0.101189
2.25499,-0.5,0.104617
2.35573,-0.5,0.0979239
2.33062,-0.5,0.112851
2.29518,-0.5,0.100269
2.19522,-0.5,0.110183
2.18233,-0.5,0.0989407
2.14517,-0.5,0.106212
2.22011,-0.5,0.0973474
2.24713,-0.5,0.103173
2.12224,-0.5,0.0924227
2.16284,-0.5,0.108017
2.21559,-0.5,0.100868
2.22992,-0.5,0.10804
2.13929,-0.5,0.101083
2.17487,-0.5,0.103546
2.19294,-0.5,0.094252
2.03533,-0.5,0.0935916
2.05906,-0.5,0.104588
2.08938,-0.5,0.0984524
2.00351,-0.5,0.105822
2.02455,-0.5,0.100354
2.07263,-0.5,0.0910671
1.98184,-0.5,0.0959708
2.11084,-0.5,0.108797
2.01231,-0.5,0.0915351
2.10207,-0.5,0.102067
2.05044,-0.5,0.0962474
2.04525,-0.5,0.109031
1.92399,-0.5,0.0892709
1.87163,-0.5,0.0988328
1.82228,-0.5,0.091187
1.96918,-0.5,0.108395
1.90552,-0.5,0.100577
1.88313,-0.5,0.0903007
1.94446,-0.5,0.0982016
1.85707,-0.5,0.103109
1.91509,-0.5,0.0940216
1.89924,-0.5,0.106694
1.95856,-0.5,0.0998185
1.85067,-0.5,0.0863817
1.68942,-0.5,0.0926646
1.7888,-0.5,0.104935
1.75634,-0.5,0.089438
1.72879,-0.5,0.0950677
1.65518,-0.5,0.101737
1.81213,-0.5,0.0924076
1.71128,-0.5,0.0843351
1.777,-0.5,0.0998154
1.68327,-0.5,0.0982817
1.79413,-0.5,0.0867174
1.72192,-0.5,0.089498
1.73813,-0.5,0.101067
1.49467,-0.5,0.100519
1.61008,-0.5,0.0896094
1.55241,-0.5,0.0855866
1.55836,-0.5,0.0966519
1.63695,-0.5,0.101725
1.46611,-0.5,0.0885308
1.52111,-0.5,0.0931073
1.59885,-0.5,0.0818732
1.50318,-0.5,0.0822444
1.62593,-0.5,0.0957981
1.5731,-0.5,0.0916216
1.53526,-0.5,0.098545
1.37461,-0.5,0.0824925
1.33791,-0.5,0.0899488
1.29548,-0.5,0.0844633
1.43298,-0.5,0.0992463
1.45314,-0.5,0.0891342
1.27618,-0.5,0.0975346
1.33069,-0.5,0.0775652
1.3856,-0.5,0.0943912
1.40594,-0.5,0.0843472
1.314,-0.5,0.0960294
1.25661,-0.5,0.0794859
1.44678,-0.5,0.0935122
1.13757,-0.5,0.0937037
1.12783,-0.5,0.0800934
1.07485,-0.5,0.0875428
1.21209,-0.5,0.078159
1.08647,-0.5,0.0963745
1.19294,-0.5,0.086289
1.03479,-0.5,0.0736002
1.24039,-0.5,0.0908251
1.16039,-0.5,0.0744113
1.10942,-0.5,0.0909496
1.05029,-0.5,0.0815364
1.20741,-0.5,0.09673
0.779938,-0.5,0.0760433
1.00093,-0.5,0.092609
0.832658,-0.5,0.0866592
0.945213,-0.5,0.0704919
0.875476,-0.5,0.0734424
0.901142,-0.5,0.08343
0.805492,-0.5,0.0915622
0.979182,-0.5,0.080038
0.93069,-0.5,0.0951732
0.849633,-0.5,0.0797648
0.753473,-0.5,0.0815633
0.98356,-0.5,0.0741546
0.69377,-0.5,0.0856118
0.58392,-0.5,0.0897063
0.636855,-0.5,0.0759088
0.729713,-0.5,0.0710334
0.549922,-0.5,0.0728493
0.651072,-0.5,0.0878695
0.666961,-0.5,0.0662097
0.529907,-0.5,0.0810304
0.74622,-0.5,0.0931299
2.26949,-0.154237,0.120132
2.28014,-0.170214,0.112399
2.29399,-0.190982,0.124797
2.26118,-0.141772,0.113717
2.25487,-0.13231,0.128644
2.29903,-0.19854,0.118421
2.284,-0.175994,0.122502
2.26883,-0.153248,0.110462
2.28713,-0.180702,0.116277
2.26597,-0.148958,0.125877
2.29703,-0.195551,0.119799
2.25138,-0.127072,0.112965
2.34676,-0.270148,0.113547
2.3026,-0.203907,0.123185
2.33444,-0.251654,0.126224
2.31867,-0.228009,0.118881
2.32399,-0.235991,0.129151
2.32938,-0.24407,0.116096
2.31059,-0.215882,0.111765
2.33703,-0.255549,0.122753
2.31365,-0.220475,0.119859
2.33312,-0.249679,0.111302
2.34433,-0.266492,0.128846
2.30394,-0.205903,0.116819
2.35865,-0.287977,0.120633
2.38345,-0.325172,0.130736
2.3679,-0.301852,0.12466
2.37449,-0.311742,0.113099
2.38022,-0.320333,0.123067
2.36434,-0.296514,0.114262
2.38967,-0.334505,0.117935
2.34868,-0.273021,0.125905
2.36659,-0.299888,0.117582
2.37064,-0.305955,0.127789
2.38479,-0.327187,0.116767
2.3554,-0.283108,0.121129
2.42987,-0.394811,0.122144
2.39329,-0.339929,0.130973
2.40467,-0.357008,0.113924
2.41759,-0.376385,0.125719
2.40881,-0.363207,0.123825
2.41664,-0.374955,0.115925
2.42442,-0.386625,0.127532
2.39798,-0.346967,0.117899
2.42611,-0.389165,0.11418
2.40181,-0.352713,0.12626
2.41287,-0.36931,0.130193
2.41232,-0.36848,0.12017
2.44787,-0.421803,0.127103
2.45517,-0.432762,0.117716
2.46155,-0.442327,0.129108
2.43909,-0.40864,0.120651
2.4584,-0.437605,0.124055
2.44652,-0.419787,0.114575
2.46653,-0.449791,0.120923
2.43342,-0.400132,0.12992
2.454,-0.431003,0.131373
2.44994,-0.424906,0.119455
2.46523,-0.447848,0.11648
2.4403,-0.410453,0.123989
2.47523,-0.462838,0.124233
2.49904,-0.49856,0.11642
2.48562,-0.478434,0.121609
2.49277,-0.489148,0.130568
2.49347,-0.490202,0.122322
2.48283,-0.474252,0.12982
2.48982,-0.5,0.128132
2.47207,-0.458106,0.118488
2.48956,-0.484348,0.117583
2.48839,-0.482587,0.126418
2.47891,-0.468369,0.123109
2.49997,-0.5,0.129504
2.4199,-0.5,0.121351
2.42658,-0.5,0.129713
2.38898,-0.5,0.124026
2.46051,-0.5,0.115879
2.45171,-0.5,0.120518
2.40274,-0.5,0.130517
2.3732,-0.5,0.118135
2.47316,-0.5,0.127327
2.4669,-0.5,0.131636
2.3936,-0.5,0.119754
2.41552,-0.5,0.125768
2.43641,-0.5,0.117378
2.35869,-0.5,0.117281
2.25693,-0.5,0.122153
2.32924,-0.5,0.128503
2.29388,-0.5,0.119473
2.30317,-0.5,0.13011
2.3259,-0.5,0.120886
2.26926,-0.5,0.113207
2.34725,-0.5,0.126782
2.31549,-0.5,0.124117
2.30814,-0.5,0.116244
2.34986,-0.5,0.118675
2.27616,-0.5,0.127057
2.12318,-0.5,0.113688
2.24432,-0.5,0.12434
2.21454,-0.5,0.117682
2.16795,-0.5,0.130009
2.19989,-0.5,0.127232
2.17935,-0.5,0.120433
2.1532,-0.5,0.123209
2.22616,-0.5,0.113506
2.14253,-0.5,0.117473
2.2288,-0.5,0.128907
2.17565,-0.5,0.124827
2.18802,-0.5,0.115978
2.04299,-0.5,0.126354
2.057,-0.5,0.117787
2.00669,-0.5,0.113521
2.10024,-0.5,0.124855
1.99145,-0.5,0.120246
2.11205,-0.5,0.111549
2.02073,-0.5,0.116658
2.08091,-0.5,0.128306
1.98032,-0.5,0.118574
2.10307,-0.5,0.126265
2.07461,-0.5,0.112971
2.03143,-0.5,0.122675
1.96982,-0.5,0.120715
1.82598,-0.5,0.108684
1.87706,-0.5,0.123777
1.93496,-0.5,0.118895
1.859,-0.5,0.121792
1.94844,-0.5,0.111378
1.89307,-0.5,0.114076
1.91572,-0.5,0.128763
1.92543,-0.5,0.123541
1.86353,-0.5,0.112667
1.9586,-0.5,0.115592
1.8363,-0.5,0.127269
1.7284,-0.5,0.108951
1.75483,-0.5,0.11935
1.67698,-0.5,0.127469
1.79271,-0.5,0.116335
1.70572,-0.5,0.120085
1.77205,-0.5,0.108744
1.80872,-0.5,0.123864
1.6695,-0.5,0.112075
1.74005,-0.5,0.114135
1.72377,-0.5,0.124215
1.78399,-0.5,0.122894
1.69318,-0.5,0.106906
1.59053,-0.5,0.123265
1.51885,-0.5,0.113138
1.47572,-0.5,0.119646
1.63281,-0.5,0.109933
1.62309,-0.5,0.116479
1.49691,-0.5,0.103264
1.53846,-0.5,0.125137
1.56703,-0.5,0.111437
1.60671,-0.5,0.115421
1.50597,-0.5,0.120982
1.55483,-0.5,0.107852
1.57527,-0.5,0.119256
1.40968,-0.5,0.110189
1.31227,-0.5,0.121918
1.27539,-0.5,0.101046
1.45379,-0.5,0.12021
1.43292,-0.5,0.10812
1.29769,-0.5,0.113152
1.34525,-0.5,0.111439
1.36563,-0.5,0.123946
1.44054,-0.5,0.113795
1.25653,-0.5,0.123614
1.32516,-0.5,0.105059
1.39484,-0.5,0.116118
1.05391,-0.5,0.102038
1.19662,-0.5,0.114496
1.13243,-0.5,0.118779
1.13958,-0.5,0.105304
1.19076,-0.5,0.123079
1.08729,-0.5,0.109686
1.23006,-0.5,0.1026
1.0184,-0.5,0.113946
1.23894,-0.5,0.121042
1.03404,-0.5,0.107039
1.17643,-0.5,0.104046
1.09941,-0.5,0.112443
0.992116,-0.5,0.105239
0.753058,-0.5,0.120113
0.831864,-0.5,0.100197
0.949526,-0.5,0.116341
0.877253,-0.5,0.109592
0.889102,-0.5,0.0955989
0.961091,-0.5,0.118999
0.794269,-0.5,0.105737
0.90319,-0.5,0.122691
0.860898,-0.5,0.102751
0.976114,-0.5,0.101275
0.805299,-0.5,0.112734
0.55705,-0.5,0.109458
0.676015,-0.5,0.0971271
0.735392,-0.5,0.116022
0.691159,-0.5,0.106949
0.523023,-0.5,0.11938
0.591438,-0.5,0.0944541
0.625657,-0.5,0.110301
0.719926,-0.5,0.0944697
0.544132,-0.5,0.102438
0.648309,-0.5,0.118419
2.27511,-0.162667,0.12981
2.27727,-0.165902,0.144107
2.28869,-0.183039,0.138245
2.25853,-0.137798,0.147859
2.29635,-0.194523,0.147149
2.25073,-0.126091,0.13665
2.26544,-0.148154,0.140742
2.2882,-0.182306,0.133536
2.29382,-0.190737,0.142012
2.26049,-0.140729,0.131727
2.27032,-0.155487,0.145506
2.27942,-0.169123,0.134892
2.30704,-0.210564,0.145578
2.34015,-0.260226,0.135276
2.32099,-0.231491,0.133449
2.32537,-0.238061,0.141508
2.31318,-0.219776,0.143554
2.33098,-0.246469,0.132228
2.30653,-0.2098,0.13875
2.34384,-0.265755,0.149588
2.30357,-0.205351,0.140146
